"id","ts","currentR1","currentS2","currentT3","currentAverageR1","currentAverageS2","currentAverageT3","temp","pulses","event"
"6981","2014-01-19 04:16:02","4.4","3.58","0.03","4.44","3.61","0.03","70.62","0","cron"
"6982","2014-01-19 04:18:02","1.11","3.04","3.02","1.12","3.03","3.02","70.69","0","cron"
"6983","2014-01-19 04:20:02","1.1","3.06","3.05","1.12","2.43","2.41","70.06","0","cron"
"6984","2014-01-19 04:22:02","1.1","0.07","0.04","1.4","1.46","1.32","69.81","0","cron"
"6985","2014-01-19 04:24:03","1.09","2.4","2.41","1.12","2.38","2.39","69.75","0","cron"
"6986","2014-01-19 04:26:02","4.37","5.16","2.41","4.39","5.15","2.4","69.75","0","cron"
"6987","2014-01-19 04:28:02","4.39","5.15","2.39","5.08","4.84","0.89","69.69","0","cron"
"6988","2014-01-19 04:30:02","6.02","5.07","4.05","6.02","5.07","4.05","69.81","0","cron"
"6989","2014-01-19 04:32:02","4.43","5.21","2.42","4.43","5.21","2.42","70.06","0","cron"
"6990","2014-01-19 04:34:02","4.42","5.22","2.45","4.95","4.71","2.1","70.31","0","cron"
"6991","2014-01-19 04:36:02","4.92","5.37","2.47","5.29","4.3","1.57","70.44","0","cron"
"6992","2014-01-19 04:38:03","4.92","3.7","0.03","4.9","3.67","0.03","70.62","0","cron"
"6993","2014-01-19 04:40:02","4.91","3.67","0.04","4.91","3.67","0.04","70.69","0","cron"
"6994","2014-01-19 04:42:03","4.9","3.64","0.03","4.94","3.69","0.03","70.75","0","cron"
"6995","2014-01-19 04:44:02","4.59","3.69","0.04","4.58","3.68","0.04","70.81","0","cron"
"6996","2014-01-19 04:46:02","4.54","5.84","3.13","4.56","5.82","3.11","70.87","0","cron"
"6997","2014-01-19 04:48:02","4.58","3.68","0.02","5.42","5.33","1.43","70.94","0","cron"
"6998","2014-01-19 04:50:03","4.59","3.68","0.09","4.56","4.83","1.83","70.94","0","cron"
"6999","2014-01-19 04:52:03","0.91","2.46","2.45","0.91","2.44","2.43","70.5","0","cron"
"7000","2014-01-19 04:54:02","0.92","0.06","0.03","1.59","1.19","1.69","70.19","0","cron"
"7001","2014-01-19 04:56:02","0.93","0.07","0.03","1.38","0.88","1.22","70.12","0","cron"
"7002","2014-01-19 04:58:02","0.93","2.41","2.42","0.93","2.42","2.41","70.06","0","cron"
"7003","2014-01-19 05:00:03","4.18","5.21","2.39","4.18","5.21","2.39","70","0","cron"
"7004","2014-01-19 05:02:02","4.18","5.27","2.41","4.13","5.23","2.42","70","0","cron"
"7005","2014-01-19 05:04:02","4.12","5.15","2.4","4.12","5.23","2.43","70.25","0","cron"
"7006","2014-01-19 05:06:02","4.16","5.27","2.42","4.82","4.95","1.11","70.5","0","cron"
"7007","2014-01-19 05:08:03","4.15","3.64","0.03","4.15","3.65","0.03","70.69","0","cron"
"7008","2014-01-19 05:10:02","4.09","3.6","0.02","5","4.54","1.52","70.81","0","cron"
"7009","2014-01-19 05:12:03","4.09","3.62","0.02","4.12","3.62","0.03","70.94","0","cron"
"7010","2014-01-19 05:14:02","4.14","3.66","0.04","4.12","3.64","0.03","70.94","0","cron"
"7011","2014-01-19 05:16:02","4.12","3.63","0.04","4.29","4.71","1.81","71","0","cron"
"7012","2014-01-19 05:18:02","4.08","3.58","0.03","4.13","4.45","1.27","71.12","0","cron"
"7013","2014-01-19 05:20:02","4.26","3.7","0.03","4.26","3.7","0.03","71.19","0","cron"
"7014","2014-01-19 05:22:03","4.19","3.69","0.03","4.19","3.69","0.03","71.19","0","cron"
"7015","2014-01-19 05:24:02","4.36","2.44","2.45","4.53","2.4","2.42","70.81","0","cron"
"7016","2014-01-19 05:26:02","3.28","2.41","4.15","3.29","2.4","4.12","70.37","0","cron"
"7017","2014-01-19 05:28:02","3.25","2.43","4.15","2.31","2.48","2.49","70.31","0","cron"
"7018","2014-01-19 05:30:03","3.32","2.43","4.13","3.36","2.41","4.13","70.25","0","cron"
"7019","2014-01-19 05:32:02","6.06","5.26","4.14","5.08","5.22","3.11","70.25","0","cron"
"7020","2014-01-19 05:34:02","4.49","5.28","2.44","4.49","5.23","2.41","70.19","0","cron"
"7021","2014-01-19 05:36:02","4.47","4.54","1.35","4.46","4.9","1.89","70.37","0","cron"
"7022","2014-01-19 05:38:02","4.56","3.7","0.03","4.55","5.43","2.49","70.62","0","cron"
"7023","2014-01-19 05:40:02","4.52","3.65","0.03","4.52","3.65","0.03","70.87","0","cron"
"7024","2014-01-19 05:42:02","6.67","5.96","0.03","6.74","6.02","0.03","71","0","cron"
"7025","2014-01-19 05:44:02","6.66","5.94","0.04","6.67","5.94","0.03","71.12","0","cron"
"7026","2014-01-19 05:46:02","6.66","5.95","0.02","6.66","5.94","0.03","71.19","0","cron"
"7027","2014-01-19 05:48:02","6.7","5.96","0.03","6.66","5.94","0.03","71.25","0","cron"
"7028","2014-01-19 05:50:02","4.38","5.11","2.38","5.03","5.06","2.1","71.31","0","cron"
"7029","2014-01-19 05:52:03","4.45","5.22","2.41","4.43","5.17","2.4","71.31","0","cron"
"7030","2014-01-19 05:54:02","1.09","2.39","2.39","1.08","2.4","2.4","70.94","0","cron"
"7031","2014-01-19 05:56:02","1.12","0.06","0.02","1.1","1.06","1.05","70.62","0","cron"
"7032","2014-01-19 05:58:02","1.11","0.07","0.03","1.11","0.07","0.03","70.5","0","cron"
"7033","2014-01-19 06:00:02","3.27","2.41","4.13","3.27","2.41","4.13","70.44","0","cron"
"7034","2014-01-19 06:02:03","4.44","5.2","2.4","4.46","5.16","2.39","70.37","0","cron"
"7035","2014-01-19 06:04:02","4.4","5.17","2.42","4.43","5.15","2.4","70.37","0","cron"
"7036","2014-01-19 06:06:02","4.18","5.23","2.4","4.16","4.83","1.84","70.37","0","cron"
"7037","2014-01-19 06:08:02","4.14","3.61","0.03","4.9","4.97","1.93","70.69","0","cron"
"7038","2014-01-19 06:10:02","4.13","3.61","0.04","4.13","3.62","0.03","70.94","0","cron"
"7039","2014-01-19 06:12:02","4.17","4.44","1.19","4.15","4.91","1.88","71.12","0","cron"
"7040","2014-01-19 06:14:02","4.18","5.73","3.04","4.18","5.73","3.04","71.25","0","cron"
"7041","2014-01-19 06:16:03","4.11","3.6","0.02","4.11","3.77","0.29","71.31","0","cron"
"7042","2014-01-19 06:18:02","4.12","3.63","0.02","4.12","3.62","0.02","71.37","0","cron"
"7043","2014-01-19 06:20:02","6.71","5.87","0.03","6.71","5.87","0.03","71.37","0","cron"
"7044","2014-01-19 06:22:02","5.08","4.08","4.12","5.09","4.11","4.1","71.5","0","cron"
"7045","2014-01-19 06:24:02","5.06","4.12","4.1","2.82","3.13","3.01","70.87","0","cron"
"7046","2014-01-19 06:26:02","1.21","2.4","2.42","1.22","2.39","2.4","70.69","0","cron"
"7047","2014-01-19 06:28:02","1.23","2.36","2.38","1.23","2.36","2.38","70.62","0","cron"
"7048","2014-01-19 06:30:02","1.21","2.41","2.43","1.22","2.4","2.41","70.56","0","cron"
"7049","2014-01-19 06:32:02","4.58","5.16","2.38","4.58","5.2","2.39","70.5","0","cron"
"7050","2014-01-19 06:34:02","4.49","5.14","2.42","4.56","4.87","1.87","70.5","0","cron"
"7051","2014-01-19 06:36:02","4.17","5.24","2.39","4.66","4.13","1.15","70.62","0","cron"
"7052","2014-01-19 06:38:02","4.15","3.64","0.02","4.15","3.65","0.03","70.94","0","cron"
"7053","2014-01-19 06:40:03","4.13","3.64","0.03","4.13","3.64","0.03","71.12","0","cron"
"7054","2014-01-19 06:42:02","4.15","3.64","0.04","4.14","3.63","0.03","71.19","0","cron"
"7055","2014-01-19 06:44:02","4.13","3.62","0.03","4.13","3.61","0.03","71.37","0","cron"
"7056","2014-01-19 06:46:02","4.14","3.62","0.04","4.75","5.21","1.7","71.5","0","cron"
"7057","2014-01-19 06:48:02","4.48","7.8","5.33","4.47","7.8","5.34","71.56","0","cron"
"7058","2014-01-19 06:50:02","4.52","3.65","0.03","4.47","5.01","2.08","71.56","0","cron"
"7059","2014-01-19 06:52:02","1.14","0.05","0.04","1.3","1.69","1.71","71","0","cron"
"7060","2014-01-19 06:54:02","3.34","2.38","4.08","3.31","2.4","4.09","70.75","0","cron"
"7061","2014-01-19 06:56:02","4.98","4.14","4.14","5.04","4.14","4.1","70.69","0","cron"
"7062","2014-01-19 06:58:02","3.31","2.37","4.05","2.28","1.57","1.8","70.62","0","cron"
"7063","2014-01-19 07:00:02","6.09","5.13","4.12","6.09","5.13","4.12","70.62","0","cron"
"7064","2014-01-19 07:02:03","6.02","5.19","4.13","5.77","5.17","3.8","70.56","0","cron"
"7065","2014-01-19 07:04:02","4.46","5.11","2.35","4.42","5.13","2.38","70.62","0","cron"
"7066","2014-01-19 07:06:02","4.48","5.17","2.37","4.44","5.08","2.23","70.87","0","cron"
"7067","2014-01-19 07:08:02","4.42","3.58","0.03","4.52","4.74","1.6","71.12","0","cron"
"7068","2014-01-19 07:10:02","4.4","3.58","0.03","4.4","3.58","0.03","71.31","0","cron"
"7069","2014-01-19 07:12:03","4.46","3.63","0.05","4.46","3.63","0.03","71.37","0","cron"
"7070","2014-01-19 07:14:02","4.46","5.73","3.03","4.41","5.73","3.05","71.5","0","cron"
"7071","2014-01-19 07:16:02","4.38","5.71","3.06","4.43","5.73","3.04","71.56","0","cron"
"7072","2014-01-19 07:18:02","4.44","5.66","3","5.58","5.62","2.53","71.62","0","cron"
"7073","2014-01-19 07:20:03","3.31","2.43","0.04","3.31","2.44","0.03","71.12","0","cron"
"7074","2014-01-19 07:22:02","3.31","2.44","0.03","3.31","2.44","0.02","70.94","0","cron"
"7075","2014-01-19 07:24:02","1.51","2.65","2.39","1.51","2.65","2.39","70.81","0","cron"
"7076","2014-01-19 07:26:02","3.26","4.11","2.38","1.48","2.79","2.51","70.69","0","cron"
"7077","2014-01-19 07:28:03","6","5.04","4.09","6","5.09","4.08","70.69","0","cron"
"7078","2014-01-19 07:30:03","5.81","5.09","4.04","4.78","4.71","2.16","70.62","0","cron"
"7079","2014-01-19 07:32:02","5.75","5.07","4.12","4.74","4.36","1.89","70.62","0","cron"
"7080","2014-01-19 07:34:03","4.1","5.18","2.38","4.09","5.15","2.37","70.87","0","cron"
"7081","2014-01-19 07:36:03","4.09","5.17","2.38","4.09","5.12","2.37","71.12","0","cron"
"7082","2014-01-19 07:38:04","4.05","5.13","2.39","4.1","4.92","2.03","71.25","0","cron"
"7083","2014-01-19 07:40:03","4.09","3.59","0.03","4.06","3.55","0.03","71.31","0","cron"
"7084","2014-01-19 07:42:02","4.1","3.6","0.02","4.1","3.6","0.02","71.44","0","cron"
"7085","2014-01-19 07:44:03","4.11","3.6","0.04","4.11","3.6","0.04","71.62","0","cron"
"7086","2014-01-19 07:46:02","4.09","3.57","0.02","4.09","3.58","0.02","71.62","0","cron"
"7087","2014-01-19 07:48:02","0.96","3.05","3.07","2.9","3.26","2.63","71.69","0","cron"
"7088","2014-01-19 07:50:02","0.97","5.29","5.28","1.95","2.62","3.36","71","0","cron"
"7089","2014-01-19 07:52:03","0.97","2.32","2.34","0.95","2.35","2.36","70.94","0","cron"
"7090","2014-01-19 07:54:02","0.97","2.37","2.38","0.95","2.37","2.39","70.81","0","cron"
"7091","2014-01-19 07:56:02","6.33","7.35","2.38","2.55","2.72","1.32","70.75","0","cron"
"7092","2014-01-19 07:58:02","6.25","7.37","2.43","6.25","7.37","2.43","70.69","0","cron"
"7093","2014-01-19 08:00:03","6.26","7.32","2.39","6.28","7.31","2.37","70.69","0","cron"
"7094","2014-01-19 08:02:02","7.82","7.31","4.03","7.76","7.33","4.07","70.69","0","cron"
"7095","2014-01-19 08:04:02","4.12","5.19","2.38","4.09","5.18","2.39","71","0","cron"
"7096","2014-01-19 08:06:02","4.51","5.11","2.38","4.51","5.15","2.39","71.19","0","cron"
"7097","2014-01-19 08:08:03","4.61","5.22","2.38","4.58","4.11","0.74","71.31","0","cron"
"7098","2014-01-19 08:10:03","4.53","3.64","0.03","4.55","3.63","0.03","71.5","0","cron"
"7099","2014-01-19 08:12:02","4.55","3.61","0.03","4.54","3.61","0.03","71.62","0","cron"
"7100","2014-01-19 08:14:02","1.22","0.07","0.03","5.26","5.33","1.94","71.69","0","cron"
"7101","2014-01-19 08:16:02","1.53","0.04","0.03","2.35","2.11","1.44","71.37","0","cron"
"7102","2014-01-19 08:18:02","1.56","0.05","0.03","1.55","0.05","0.03","70.94","0","cron"
"7103","2014-01-19 08:20:03","1.14","5.32","5.31","1.14","5.32","5.31","70.94","0","cron"
"7104","2014-01-19 08:22:02","1.16","2.38","2.39","1.16","2.35","2.37","70.81","0","cron"
"7105","2014-01-19 08:24:02","5.94","5.05","4.06","5.9","5.1","4.07","70.75","0","cron"
"7106","2014-01-19 08:26:02","5.92","5.06","4.09","4.97","4.89","2.61","70.75","0","cron"
"7107","2014-01-19 08:28:03","5.91","5.15","4.1","5.94","5.13","4.09","70.75","0","cron"
"7108","2014-01-19 08:30:02","4.36","5.16","2.39","4.49","5.14","2.48","70.75","0","cron"
"7109","2014-01-19 08:32:02","6.5","7.21","2.37","4.96","5.3","1.73","71","0","cron"
"7110","2014-01-19 08:34:02","6.55","7.28","2.37","5.19","6.2","2.59","71.25","0","cron"
"7111","2014-01-19 08:36:03","6.51","7.26","2.39","6.52","7.23","2.37","71.44","0","cron"
"7112","2014-01-19 08:38:02","6.49","7.2","2.39","6.56","6.6","1.28","71.56","0","cron"
"7113","2014-01-19 08:40:02","4.39","3.58","0.03","4.39","3.58","0.03","71.62","0","cron"
"7114","2014-01-19 08:42:02","4.39","3.58","0.02","4.39","3.59","0.03","71.75","0","cron"
"7115","2014-01-19 08:44:02","1.16","2.99","2.98","1.12","3.03","3.02","71.62","0","cron"
"7116","2014-01-19 08:46:02","1.1","5.29","5.27","1.81","2.74","3.13","71.06","0","cron"
"7117","2014-01-19 08:48:03","1.1","0.06","0.03","1.09","0.06","0.03","71","0","cron"
"7118","2014-01-19 08:50:02","1.08","0.05","0.03","1.09","0.06","0.03","70.87","0","cron"
"7119","2014-01-19 08:52:02","4.33","5.13","2.41","4.33","5.13","2.41","70.81","0","cron"
"7120","2014-01-19 08:54:02","4.35","5.16","2.39","4.37","5.17","2.4","70.81","0","cron"
"7121","2014-01-19 08:56:02","5.76","5.11","4.06","5.72","5.13","4.08","70.81","0","cron"
"7122","2014-01-19 08:58:03","5.64","5.13","4.09","5.68","5.13","4.08","70.75","0","cron"
"7123","2014-01-19 09:00:02","5.77","5.21","4.05","5.76","5.19","4.06","70.94","0","cron"
"7124","2014-01-19 09:02:02","5.8","5.2","4.04","4.59","4.46","1.86","71.25","0","cron"
"7125","2014-01-19 09:04:02","5.64","5.18","4.07","5.64","5.18","4.07","71.44","0","cron"
"7126","2014-01-19 09:06:02","4.06","5.1","2.35","4.06","5.1","2.35","71.56","0","cron"
"7127","2014-01-19 09:08:03","6.14","7.45","2.37","6.2","7.49","2.35","71.69","0","cron"
"7128","2014-01-19 09:10:02","2.92","2.62","0.03","2.63","4.19","2.21","71.19","0","cron"
"7129","2014-01-19 09:12:03","2.94","2.63","0.03","2.94","2.63","0.03","70.87","0","cron"
"7130","2014-01-19 09:14:02","2.97","2.65","0.03","2.97","2.67","0.02","70.75","0","cron"
"7131","2014-01-19 09:16:02","0.94","0.53","0.02","1.97","1.79","1.53","70.69","0","cron"
"7132","2014-01-19 09:18:02","1.27","3.54","3.05","1.8","1.83","1.85","70.62","0","cron"
"7133","2014-01-19 09:20:02","4.38","7.98","5.24","4.74","5.36","2.79","70.62","0","cron"
"7134","2014-01-19 09:22:03","4.48","7.31","4.31","4.45","5.83","2.69","70.62","0","cron"
"7135","2014-01-19 09:24:02","4.47","5.5","2.34","4.47","5.5","2.34","70.56","0","cron"
"7136","2014-01-19 09:26:02","7.7","5.45","2.37","7.7","5.45","2.37","70.56","0","cron"
"7137","2014-01-19 09:28:02","4.5","3.78","0.03","4.46","3.87","0.18","70.69","0","cron"
"7138","2014-01-19 09:30:03","4.46","3.78","0.02","4.45","3.79","0.02","70.75","0","cron"
"7139","2014-01-19 09:32:02","5.99","5.55","4.1","6.04","5.54","4.08","70.94","0","cron"
"7140","2014-01-19 09:34:02","6.09","5.45","4.06","5.7","5.49","3.7","71.06","0","cron"
"7141","2014-01-19 09:36:02","4.45","5.51","2.34","5.42","6.08","3.41","71.12","0","cron"
"7142","2014-01-19 09:38:02","1.59","0.52","0.02","1.59","0.52","0.02","71.25","0","cron"
"7143","2014-01-19 09:40:02","1.54","0.52","0.02","1.55","0.53","0.02","70.94","0","cron"
"7144","2014-01-19 09:42:02","1.54","0.53","0.03","2.2","2.16","1.68","70.69","0","cron"
"7145","2014-01-19 09:44:03","4.89","0.53","0.03","4.89","0.53","0.02","70.69","0","cron"
"7146","2014-01-19 09:46:02","1.52","0.8","0.01","1.52","0.8","0.02","70.62","0","cron"
"7147","2014-01-19 09:48:02","4.75","3.78","0.02","4.05","3.68","0.66","70.69","0","cron"
"7148","2014-01-19 09:50:02","5.24","6.23","3.03","5.24","6.23","3.03","70.62","0","cron"
"7149","2014-01-19 09:52:03","5.18","5.52","2.32","5.18","5.57","2.35","70.56","0","cron"
"7150","2014-01-19 09:54:02","6.66","5.67","4.18","6.66","5.67","4.18","70.69","0","cron"
"7151","2014-01-19 09:56:03","6.68","5.72","4.16","6.71","5.72","4.14","70.94","0","cron"
"7152","2014-01-19 09:58:02","6.74","5.72","4.15","6.83","5.72","4.11","71.19","0","cron"
"7153","2014-01-19 10:00:02","6.62","5.77","4.15","5.92","4.94","1.48","71.31","0","cron"
"7154","2014-01-19 10:02:03","5.15","5.65","2.41","5.18","5.65","2.4","71.5","0","cron"
"7155","2014-01-19 10:04:02","1.92","3.19","2.42","1.9","3.18","2.41","71.62","0","cron"
"7156","2014-01-19 10:06:02","1.54","0.81","0.02","1.58","2.54","1.77","70.94","0","cron"
"7157","2014-01-19 10:08:02","1.4","0.83","0.02","1.81","2.79","1.82","70.75","0","cron"
"7158","2014-01-19 10:10:02","1.54","0.82","0.03","1.54","0.82","0.03","70.75","0","cron"
"7159","2014-01-19 10:12:02","3.66","2.68","0.03","3.66","2.68","0.03","70.62","0","cron"
"7160","2014-01-19 10:14:03","4.37","3.79","0.03","4.4","3.84","0.02","70.62","0","cron"
"7161","2014-01-19 10:16:02","4.57","3.82","0.02","4.54","3.83","0.02","70.62","0","cron"
"7162","2014-01-19 10:18:02","4.38","3.78","0.03","4.4","3.79","0.03","70.62","0","cron"
"7163","2014-01-19 10:20:02","4.5","5.97","3.07","4.53","4.73","1.6","70.87","0","cron"
"7164","2014-01-19 10:22:02","4.44","7.98","5.33","4.45","4.79","1.65","71.12","0","cron"
"7165","2014-01-19 10:24:03","4.51","3.58","0.02","4.49","4.43","1.16","71.31","0","cron"
"7166","2014-01-19 10:26:02","4.37","5.38","2.4","4.41","5.38","2.4","71.44","0","cron"
"7167","2014-01-19 10:28:02","6.16","5.36","4.13","6.2","5.32","4.12","71.5","0","cron"
"7168","2014-01-19 10:30:02","3.57","2.95","4.12","3.61","2.94","4.09","71.56","0","cron"
"7169","2014-01-19 10:32:03","1.42","2.9","2.38","1.43","2.92","2.4","70.94","0","cron"
"7170","2014-01-19 10:34:02","1.45","2.95","2.43","1.43","2.94","2.41","70.81","0","cron"
"7171","2014-01-19 10:36:02","1.31","2.95","2.42","1.32","2.82","2.3","70.75","0","cron"
"7172","2014-01-19 10:38:02","4.48","3.54","0.02","4.48","3.54","0.02","70.69","0","cron"
"7173","2014-01-19 10:40:02","4.47","3.57","0.02","4.51","3.6","0.02","70.69","0","cron"
"7174","2014-01-19 10:42:02","4.46","3.56","0.03","4.46","3.57","0.03","70.62","0","cron"
"7175","2014-01-19 10:44:02","6.76","5.82","0.02","4.98","4.74","0.89","70.62","0","cron"
"7176","2014-01-19 10:46:02","6.75","5.8","0.03","5.15","4.75","0.83","70.94","0","cron"
"7177","2014-01-19 10:48:03","6.71","7.94","3.02","6.65","7.94","3.05","71.12","0","cron"
"7178","2014-01-19 10:50:02","8.38","9.91","6.83","8.45","9.9","6.77","71.37","0","cron"
"7179","2014-01-19 10:52:02","6.55","7.99","6.77","5.69","5.78","2.99","71.44","0","cron"
"7180","2014-01-19 10:54:02","4.78","5.35","2.36","4.78","5.35","2.36","71.56","0","cron"
"7181","2014-01-19 10:56:03","1.63","0.63","0.03","1.61","0.63","0.03","71.37","0","cron"
"7182","2014-01-19 10:58:02","1.65","0.64","0.03","1.65","0.64","0.03","70.87","0","cron"
"7183","2014-01-19 11:00:02","1.6","2.93","2.41","1.59","2.92","2.4","70.81","0","cron"
"7184","2014-01-19 11:02:02","1.51","2.94","2.43","1.54","2.92","2.41","70.75","0","cron"
"7185","2014-01-19 11:04:02","4.83","5.31","2.39","2.94","4.05","2.59","70.69","0","cron"
"7186","2014-01-19 11:06:02","4.88","3.88","0.44","4.87","3.66","0.17","70.62","0","cron"
"7187","2014-01-19 11:08:02","4.87","3.55","0.04","6.09","5.19","1.82","70.62","0","cron"
"7188","2014-01-19 11:10:02","4.8","3.49","9.34","5.86","4.74","8.67","70.69","0","cron"
"7189","2014-01-19 11:12:02","4.87","3.53","9.2","5.26","4.16","10.16","71","0","cron"
"7190","2014-01-19 11:14:03","4.78","3.52","9.24","4.85","3.54","9.16","71.25","0","cron"
"7191","2014-01-19 11:16:02","4.82","3.52","9.21","4.86","3.54","9.15","71.06","0","cron"
"7192","2014-01-19 11:18:02","1.87","3.58","11.78","1.89","3.6","11.73","70.62","0","cron"
"7193","2014-01-19 11:20:02","1.91","3.56","11.79","1.93","3.56","11.76","70.5","0","cron"
"7194","2014-01-19 11:22:02","1.84","2.38","11.15","1.91","2.02","10.46","70.37","0","cron"
"7195","2014-01-19 11:24:03","4.07","2.44","9.12","4.07","2.44","9.11","70.31","0","cron"
"7196","2014-01-19 11:26:02","6.85","3.64","11.24","6.76","3.88","11.63","70.37","0","cron"
"7197","2014-01-19 11:28:02","6.43","5.23","13.13","6.13","4.7","10.4","70.31","0","cron"
"7198","2014-01-19 11:30:02","6.44","5.16","4.29","5.88","4.63","5.6","70.31","0","cron"
"7199","2014-01-19 11:32:02","4.85","5.12","11.23","4.86","5.12","11.22","70.31","0","cron"
"7200","2014-01-19 11:34:03","4.47","5.15","2.46","4.45","5.18","2.47","70.31","0","cron"
"7201","2014-01-19 11:36:02","4.48","3.64","9.13","4.46","3.62","9.16","70.37","0","cron"
"7202","2014-01-19 11:38:02","4.55","3.62","0.22","4.53","3.63","0.21","70.56","0","cron"
"7203","2014-01-19 11:40:02","4.45","3.62","9.21","4.46","3.61","9.21","70.69","0","cron"
"7204","2014-01-19 11:42:02","4.45","3.62","0.19","4.44","4.25","8.17","70.87","0","cron"
"7205","2014-01-19 11:44:02","1.34","0.06","9.19","2.8","2.39","3.04","70.94","0","cron"
"7206","2014-01-19 11:46:03","1.35","0.06","9.09","1.34","0.06","9.07","70.44","0","cron"
"7207","2014-01-19 11:48:02","1.41","0.07","0.22","1.41","0.07","0.22","70.37","0","cron"
"7208","2014-01-19 11:50:02","1.38","0.07","8.89","1.38","0.07","8.89","70.31","0","cron"
"7209","2014-01-19 11:52:02","6.6","5.86","0.22","6.59","5.87","0.21","70.25","0","cron"
"7210","2014-01-19 11:54:03","4.5","3.62","8.98","4.46","3.61","9.04","70.25","0","cron"
"7211","2014-01-19 11:56:02","4.58","3.66","0.21","4.52","3.74","0.36","70.25","0","cron"
"7212","2014-01-19 11:58:02","4.51","5.22","11","4.5","5.24","11.06","70.31","0","cron"
"7213","2014-01-19 12:00:02","4.54","5.2","10.83","4.47","4.07","9.57","70.62","0","cron"
"7214","2014-01-19 12:02:02","4.54","5.28","2.48","4.52","4.04","1.03","70.87","0","cron"
"7215","2014-01-19 12:04:02","4.76","5.15","11.26","4.79","5.19","11.19","71","0","cron"
"7216","2014-01-19 12:06:02","4.83","3.62","0.21","4.83","4.12","1.88","71.12","0","cron"
"7217","2014-01-19 12:08:02","1.59","0.06","9.23","4.45","3.54","8.73","71.31","0","cron"
"7218","2014-01-19 12:10:02","1.54","0.06","0.21","2.07","0.82","3.22","70.87","0","cron"
"7219","2014-01-19 12:12:03","1.49","0.06","9.09","1.49","0.06","9.08","70.56","0","cron"
"7220","2014-01-19 12:14:02","1.59","0.06","0.2","1.58","0.06","0.2","70.5","0","cron"
"7221","2014-01-19 12:16:02","1.49","0.06","9.12","1.5","0.06","9.15","70.44","0","cron"
"7222","2014-01-19 12:18:02","1.49","0.06","0.17","1.86","1.05","8.04","70.44","0","cron"
"7223","2014-01-19 12:20:02","1.53","3.36","3.12","1.71","1.12","0.8","70.37","0","cron"
"7224","2014-01-19 12:22:03","1.55","0.28","0.16","1.54","0.29","0.16","70.31","0","cron"
"7225","2014-01-19 12:24:02","1.53","0.28","0.15","1.51","1.33","1.16","70.37","0","cron"
"7226","2014-01-19 12:26:02","4.95","2.68","2.41","4.95","2.68","2.41","70.31","0","cron"
"7227","2014-01-19 12:28:02","4.93","2.66","2.42","4.94","2.68","2.42","70.19","0","cron"
"7228","2014-01-19 12:30:02","1.45","2.71","2.43","1.44","2.68","2.42","69.94","0","cron"
"7229","2014-01-19 12:32:03","4.72","5.24","2.43","4.77","5.26","2.41","69.87","0","cron"
"7230","2014-01-19 12:34:02","5.17","3.55","0.16","5.17","3.53","0.16","69.87","0","cron"
"7231","2014-01-19 12:36:02","5.21","3.57","0.16","5.2","3.56","0.15","69.81","0","cron"
"7232","2014-01-19 12:38:03","1.97","0.26","0.15","1.95","0.27","0.15","69.69","0","cron"
"7233","2014-01-19 12:40:02","1.72","0.29","0.15","2.23","1.05","1.32","69.75","0","cron"
"7234","2014-01-19 12:42:03","1.59","0.26","0.16","1.57","0.28","0.15","69.69","0","cron"
"7235","2014-01-19 12:44:02","1.57","0.3","0.15","1.58","0.29","0.16","69.75","0","cron"
"7236","2014-01-19 12:46:02","1.7","0.28","0.41","1.63","0.89","8.3","69.62","0","cron"
"7237","2014-01-19 12:48:03","1.74","0.28","0.15","1.73","0.28","0.15","69.56","0","cron"
"7238","2014-01-19 12:50:02","1.45","0.65","6.97","1.46","0.66","6.92","69.56","0","cron"
"7239","2014-01-19 12:52:02","1.4","2.92","2.41","1.56","3.04","2.4","69.44","0","cron"
"7240","2014-01-19 12:54:02","3.32","4.36","2.39","1.72","1.71","0.96","69.37","0","cron"
"7241","2014-01-19 12:56:03","6.64","7.41","2.36","6.58","7.38","2.38","69.37","0","cron"
"7242","2014-01-19 12:58:02","6.02","3.5","2.37","6.05","3.53","2.36","69.31","0","cron"
"7243","2014-01-19 13:00:02","6.04","5.98","4.69","5.48","5.31","2.94","69.37","0","cron"
"7244","2014-01-19 13:02:02","1.36","0.63","0.03","1.36","0.63","0.03","69.25","0","cron"
"7245","2014-01-19 13:04:03","1.35","2.93","2.4","1.34","2.93","2.41","69.25","0","cron"
"7246","2014-01-19 13:06:02","1.31","2.96","2.44","1.3","2.95","2.43","69.19","0","cron"
"7247","2014-01-19 13:08:02","1.28","2.97","2.42","1.31","2.94","2.41","69.25","0","cron"
"7248","2014-01-19 13:10:02","1.34","2.92","2.38","1.33","2.94","2.4","69.19","0","cron"
"7249","2014-01-19 13:12:02","3.22","4.42","2.43","3.26","4.39","2.4","69.12","0","cron"
"7250","2014-01-19 13:14:02","3.64","2.4","0.03","1.85","1.91","1.04","69.12","0","cron"
"7251","2014-01-19 13:16:03","3.71","2.41","0.03","3.26","2.05","0.02","69.12","0","cron"
"7252","2014-01-19 13:18:03","4.78","3.51","0.02","4.78","3.52","0.03","69.06","0","cron"
"7253","2014-01-19 13:20:02","6.4","3.58","2.34","6.36","3.54","2.37","69","0","cron"
"7254","2014-01-19 13:22:02","6.27","3.47","2.39","6.27","3.47","2.39","69.06","0","cron"
